id,mjd,ra,dec,f0,f1,f2,f3,f4,f5,f6,f7,reconstruction,energy,drlogl
116,58120.83840325,0.868555,-1.0277257,2.0444107510452216,0.10448219728880619,0.0033540139763982174,134.45034811045082,84.31109535755296,-1.0,0.08632345099684463,0.5401794921927532,Shower,133852.78,-0.073508464
117,58135.7522056,3.5991488,0.06202653,1.508769798036439,-2.6840365776606894,1.4820152619212714,10095.912447347759,3458.6570137998006,1.0,0.0,0.0,Track,76484.56,-2.0658638
118,58142.20557768,5.521599,0.8099826,0.7608137456278584,-0.7615866584785608,0.8800225275707513,322.5063646036025,23.071272286302538,1.0,0.0,0.0,Shower,208503.4,0.00016272916
119,58175.27123038,4.4180946,-0.051510658,1.712850286804684,-2.0618529590566497,2.005567143194695,154.69171034042262,15.964205823795123,0.9772766642670643,0.17254634068741315,-0.019037432822407725,Shower,148019.58,-0.012767853
120,58225.15707797,6.268472,-0.031685382,1.6024817090581192,-0.014713349705209329,1.5982592518452607,7732.4081521166145,2366.5915585710522,1.0,0.0,0.0,Track,58908.6,-0.70058405
121,58227.00003056,4.987683,-1.0135843,1.8243185375788231,-0.6867982996116841,-1.705193599759624,69.27724614454118,47.052152813946456,-1.0,0.15727217967394697,1.3039796267018802,Shower,50441.312,-0.014888378
122,58231.10325211,5.1422167,-0.053649828,1.624446154706151,-1.140968613844041,3.0322888186783636,43.70239128040841,5.764132020558166,1.0,0.0,0.0,Shower,414402.8,-0.044518795
123,58348.80422058,6.1171265,-0.83108,2.0908710480435095,-0.7777718808416317,1.5600548158486534,15.791876116671567,6.113751194566098,-0.2727833392102127,0.3576056135182067,-1.1896110409528846,Shower,43037.96,0.0044455784
124,58350.00969387,2.4123392,-0.39140314,1.9621994722972338,2.412339244004363,3.1104830186258043,1516.9304156598296,225.15556781062958,1.0,0.0,0.0,Track,25377.516,-0.41498727
125,58374.53042574,0.050503824,-0.07856884,1.7884380197901457,0.02085297507187901,2.9412091420858433,113.09730372882979,16.394401780045612,0.9869221628795144,0.10147365652737055,-0.01771554421849343,Shower,365926.28,-0.0076815793
126,58375.50579994,5.9437523,-0.72792405,2.4690495799674337,-0.401830105874437,2.87007987802143,291.42313150227676,43.14287253985972,0.9887194655965957,0.12463988162772381,0.0032211363426060636,Shower,134191.77,-0.011541598
127,58405.49466518,3.8872235,-0.60210353,2.1728998543750238,-2.3959618131139435,1.2180841873192068,3815.570821603988,866.268469391115,1.0,0.0,0.0,Track,26185.176,-4.542129
129,58464.08522982,5.5289583,-0.5303459,2.101142247419175,-0.7542268697309306,1.7778879010450943,1989.5396881224615,399.510283514942,1.0,0.0,0.0,Track,33987.527,-3.8949692
