log10(E/GeV),Zenith[deg],direction
3.27,154.301,up-going
3.0,152.539,up-going
2.55,122.108,up-going
3.03,106.485,up-going
4.65,19.855,down-going
3.16,96.656,up-going
3.31,103.483,up-going
4.82,53.177,down-going
3.11,121.339,up-going
5.1,55.113,down-going
3.02,102.116,up-going
2.91,96.843,up-going
5.0,54.187,down-going
3.13,132.61,up-going
2.94,91.528,up-going
3.13,88.433,down-going
4.86,70.634,down-going
5.27,25.181,down-going
3.09,98.431,up-going
3.45,93.302,up-going
3.01,121.733,up-going
4.1,78.864,down-going
3.21,109.538,up-going
3.27,108.221,up-going
3.21,159.69,up-going
3.08,97.725,up-going
3.36,92.994,up-going
2.75,97.283,up-going
2.88,94.656,up-going
3.05,89.377,down-going
3.01,117.271,up-going
5.08,46.89,down-going
2.78,97.687,up-going
2.88,155.626,up-going
2.76,157.591,up-going
3.18,123.187,up-going
5.38,63.859,down-going
2.88,141.694,up-going
2.89,129.106,up-going
3.17,117.132,up-going
4.2,74.078,down-going
3.28,111.027,up-going
2.89,106.108,up-going
3.15,112.754,up-going
2.97,113.217,up-going
4.88,64.592,down-going
3.23,84.69,down-going
5.15,49.223,down-going
2.78,148.057,up-going
3.17,126.236,up-going
2.93,87.401,down-going
3.33,125.251,up-going
3.81,81.259,down-going
3.4,94.917,up-going
4.42,72.691,down-going
5.16,27.619,down-going
4.69,59.405,down-going
2.83,104.708,up-going
5.48,37.207,down-going
3.18,122.856,up-going
3.95,80.38,down-going
2.9,85.609,down-going
4.45,69.574,down-going
2.72,127.394,up-going
2.92,98.403,up-going
2.98,118.329,up-going
4.77,37.281,down-going
2.99,100.968,up-going
3.18,117.017,up-going
2.73,151.398,up-going
3.04,117.725,up-going
3.43,89.196,down-going
5.31,35.916,down-going
3.2,98.421,up-going
2.72,110.916,up-going
4.58,70.311,down-going
3.04,126.081,up-going
2.99,125.907,up-going
3.03,95.47,up-going
2.75,91.307,up-going
3.06,98.106,up-going
5.26,44.602,down-going
2.79,103.803,up-going
3.07,105.461,up-going
3.12,101.099,up-going
2.89,89.267,down-going
5.17,27.328,down-going
3.1,134.347,up-going
2.83,114.444,up-going
4.75,15.468,down-going
2.72,143.475,up-going
3.06,89.442,down-going
2.77,155.541,up-going
4.79,61.359,down-going
4.32,11.194,down-going
4.96,70.901,down-going
2.86,93.727,up-going
4.9,19.664,down-going
2.82,85.75,down-going
2.94,153.108,up-going
3.13,97.598,up-going
3.28,130.298,up-going
2.84,92.383,up-going
4.62,47.461,down-going
2.97,147.321,up-going
4.91,59.693,down-going
3.04,89.935,down-going
5.7,37.732,down-going
5.09,59.433,down-going
3.04,109.202,up-going
3.0,111.358,up-going
3.07,145.861,up-going
2.83,89.303,down-going
3.17,111.057,up-going
5.19,55.138,down-going
2.96,88.138,down-going
3.14,93.609,up-going
5.02,40.008,down-going
5.46,48.015,down-going
2.87,100.464,up-going
3.25,107.921,up-going
3.29,91.612,up-going
3.3,106.245,up-going
3.08,90.502,up-going
2.99,126.421,up-going
3.59,83.745,down-going
4.47,70.914,down-going
5.14,35.028,down-going
4.99,46.442,down-going
3.31,126.901,up-going
4.64,52.514,down-going
4.82,55.265,down-going
3.0,96.486,up-going
2.84,123.093,up-going
4.89,47.723,down-going
3.2,151.46,up-going
4.69,67.31,down-going
2.71,135.918,up-going
2.94,105.027,up-going
2.91,85.045,down-going
2.92,88.324,down-going
4.91,65.476,down-going
2.82,153.403,up-going
3.18,98.097,up-going
2.92,152.727,up-going
2.76,107.024,up-going
4.69,52.83,down-going
3.01,122.429,up-going
2.87,109.607,up-going
2.98,95.07,up-going
4.94,27.659,down-going
2.76,100.794,up-going
2.99,112.909,up-going
4.74,7.791,down-going
2.83,150.991,up-going
3.0,115.692,up-going
3.03,113.842,up-going
2.85,82.293,down-going
2.5,171.344,up-going
3.24,99.306,up-going
4.71,51.314,down-going
2.97,126.833,up-going
4.76,64.765,down-going
5.48,52.79,down-going
2.95,96.453,up-going
2.73,163.142,up-going
2.95,131.484,up-going
5.11,62.294,down-going
3.1,101.073,up-going
2.95,143.023,up-going
2.78,97.666,up-going
2.94,125.295,up-going
3.01,111.111,up-going
2.85,94.235,up-going
2.7,101.306,up-going
4.62,67.605,down-going
3.13,112.551,up-going
4.75,66.521,down-going
5.02,65.586,down-going
5.77,35.771,down-going
4.63,26.74,down-going
2.99,98.53,up-going
3.05,100.278,up-going
3.98,75.998,down-going
2.99,153.205,up-going
2.86,125.255,up-going
2.86,106.973,up-going
3.2,129.105,up-going
2.96,90.991,up-going
3.59,81.305,down-going
2.94,95.109,up-going
4.66,49.699,down-going
3.05,88.619,down-going
2.98,88.474,down-going
3.24,85.946,down-going
3.33,92.384,up-going
3.12,140.397,up-going
3.34,124.96,up-going
3.33,163.777,up-going
5.21,57.157,down-going
3.1,98.009,up-going
2.93,103.338,up-going
5.85,16.329,down-going
2.83,101.069,up-going
2.98,102.82,up-going
5.18,22.972,down-going
3.92,111.084,up-going
2.91,136.659,up-going
2.94,145.454,up-going
2.62,111.841,up-going
4.55,65.924,down-going
4.39,47.466,down-going
3.05,91.005,up-going
5.02,20.646,down-going
3.29,89.44,down-going
2.94,167.057,up-going
3.03,95.113,up-going
3.47,94.241,up-going
2.89,93.008,up-going
5.03,40.443,down-going
4.98,61.858,down-going
3.2,100.161,up-going
3.06,102.565,up-going
3.08,96.128,up-going
3.77,108.078,up-going
5.61,35.655,down-going
2.94,127.945,up-going
5.18,39.26,down-going
4.83,36.106,down-going
5.06,66.358,down-going
3.2,111.844,up-going
4.57,65.497,down-going
3.12,94.924,up-going
3.62,135.475,up-going
2.82,119.258,up-going
3.15,150.157,up-going
4.94,20.835,down-going
3.55,131.376,up-going
3.71,81.451,down-going
2.94,89.715,down-going
3.11,115.957,up-going
2.87,122.727,up-going
2.69,174.523,up-going
2.92,102.039,up-going
3.23,91.395,up-going
2.87,101.108,up-going
3.06,114.169,up-going
3.2,141.535,up-going
2.71,161.425,up-going
2.62,146.943,up-going
2.85,124.292,up-going
3.15,94.488,up-going
2.7,111.98,up-going
4.55,18.729,down-going
3.13,104.253,up-going
3.02,118.088,up-going
4.89,29.826,down-going
2.78,98.73,up-going
4.88,47.418,down-going
4.88,45.289,down-going
2.92,128.037,up-going
3.16,106.576,up-going
3.26,84.53,down-going
2.91,118.835,up-going
2.7,147.72,up-going
5.6,29.996,down-going
2.4,169.116,up-going
3.27,116.033,up-going
5.1,15.858,down-going
2.92,161.883,up-going
3.24,111.771,up-going
3.29,104.684,up-going
5.26,58.21,down-going
2.8,123.821,up-going
3.21,124.162,up-going
2.57,137.916,up-going
4.52,19.608,down-going
2.97,114.417,up-going
2.92,152.776,up-going
4.03,73.285,down-going
3.97,82.346,down-going
3.07,156.523,up-going
3.34,88.031,down-going
3.15,150.667,up-going
3.83,80.921,down-going
3.1,97.295,up-going
5.24,49.284,down-going
2.85,94.503,up-going
2.63,106.401,up-going
2.96,100.328,up-going
2.94,102.8,up-going
5.12,20.862,down-going
3.01,120.086,up-going
5.47,36.428,down-going
2.78,111.93,up-going
3.1,143.924,up-going
4.8,64.295,down-going
2.86,142.573,up-going
3.08,105.527,up-going
5.58,62.021,down-going
3.0,124.071,up-going
3.38,93.373,up-going
4.35,72.336,down-going
3.02,104.309,up-going
5.15,62.621,down-going
2.76,152.247,up-going
3.04,110.157,up-going
3.11,161.455,up-going
4.14,79.728,down-going
4.32,74.014,down-going
2.93,115.858,up-going
4.09,62.25,down-going
4.02,76.189,down-going
4.5,72.633,down-going
3.55,81.254,down-going
3.43,132.724,up-going
3.03,102.63,up-going
2.87,94.614,up-going
2.84,157.638,up-going
5.63,50.651,down-going
3.12,110.159,up-going
5.49,38.233,down-going
4.48,68.22,down-going
3.17,98.149,up-going
3.17,103.973,up-going
4.4,72.225,down-going
3.45,93.99,up-going
4.6,52.59,down-going
3.09,105.758,up-going
4.58,35.363,down-going
2.75,92.559,up-going
3.12,111.553,up-going
4.92,67.324,down-going
5.13,24.342,down-going
5.02,27.159,down-going
2.96,114.128,up-going
4.1,79.134,down-going
2.93,106.109,up-going
2.84,124.051,up-going
2.84,150.903,up-going
2.79,89.767,down-going
2.99,108.448,up-going
2.86,105.555,up-going
1.91,109.653,up-going
2.32,105.432,up-going
5.19,54.1,down-going
3.1,101.819,up-going
2.96,102.296,up-going
5.55,55.22,down-going
2.89,154.404,up-going
2.84,104.427,up-going
5.23,17.463,down-going
2.84,141.954,up-going
5.06,55.87,down-going
2.89,106.735,up-going
2.78,118.258,up-going
2.96,108.256,up-going
5.26,69.941,down-going
5.01,32.778,down-going
3.2,126.5,up-going
4.87,24.204,down-going
3.41,95.322,up-going
2.86,111.278,up-going
4.7,69.018,down-going
2.76,86.892,down-going
6.02,61.998,down-going
2.98,93.316,up-going
2.98,109.501,up-going
2.99,96.698,up-going
5.66,25.44,down-going
3.2,147.379,up-going
3.19,115.946,up-going
2.73,123.132,up-going
4.62,48.871,down-going
2.83,89.736,down-going
2.69,90.795,up-going
2.96,166.968,up-going
5.3,5.826,down-going
2.86,96.656,up-going
2.95,121.186,up-going
5.19,67.045,down-going
3.3,131.606,up-going
5.05,23.141,down-going
3.1,139.811,up-going
3.05,121.575,up-going
2.82,101.948,up-going
5.1,61.652,down-going
2.74,119.528,up-going
3.04,106.984,up-going
4.87,59.101,down-going
2.92,128.902,up-going
2.88,103.203,up-going
2.69,94.117,up-going
2.86,155.308,up-going
2.81,84.473,down-going
3.0,117.749,up-going
2.93,149.9,up-going
2.82,109.96,up-going
3.28,124.97,up-going
2.69,96.975,up-going
4.84,41.929,down-going
4.24,69.978,down-going
3.01,102.168,up-going
4.92,67.037,down-going
2.74,108.284,up-going
2.92,133.103,up-going
2.81,131.085,up-going
4.78,46.249,down-going
2.95,146.47,up-going
2.74,121.442,up-going
5.27,39.205,down-going
3.04,115.572,up-going
3.13,111.926,up-going
3.33,141.756,up-going
4.68,27.815,down-going
2.84,114.519,up-going
2.93,99.687,up-going
4.93,31.263,down-going
3.42,97.456,up-going
2.93,91.825,up-going
2.92,153.307,up-going
4.48,67.175,down-going
3.06,148.625,up-going
4.42,70.026,down-going
4.83,14.656,down-going
3.17,119.999,up-going
5.03,42.278,down-going
2.95,116.079,up-going
2.94,95.601,up-going
3.09,84.124,down-going
3.05,108.95,up-going
2.56,163.609,up-going
3.03,89.283,down-going
3.44,103.419,up-going
4.72,21.078,down-going
3.12,120.482,up-going
2.89,105.323,up-going
3.16,115.578,up-going
3.23,125.386,up-going
3.6,102.878,up-going
3.0,125.798,up-going
3.06,117.065,up-going
5.23,28.621,down-going
3.03,117.101,up-going
5.42,65.398,down-going
3.17,92.341,up-going
2.98,112.262,up-going
3.4,123.331,up-going
2.94,136.259,up-going
2.79,124.114,up-going
3.45,104.572,up-going
2.94,89.141,down-going
3.25,138.662,up-going
2.94,100.728,up-going
4.51,67.515,down-going
2.92,99.155,up-going
5.31,16.049,down-going
2.75,90.156,up-going
2.9,118.044,up-going
4.22,71.739,down-going
4.12,73.852,down-going
2.91,111.659,up-going
5.03,25.862,down-going
3.7,151.366,up-going
2.97,129.558,up-going
2.64,146.421,up-going
4.2,74.704,down-going
2.85,106.891,up-going
3.4,131.902,up-going
3.07,107.569,up-going
3.19,115.55,up-going
2.96,99.066,up-going
2.48,86.667,down-going
3.08,144.582,up-going
3.85,85.984,down-going
3.19,94.9,up-going
3.46,102.106,up-going
5.16,21.683,down-going
4.77,66.266,down-going
2.84,97.441,up-going
3.0,94.612,up-going
3.19,137.326,up-going
4.62,57.068,down-going
2.99,100.299,up-going
5.02,71.359,down-going
2.64,88.921,down-going
2.57,115.492,up-going
2.75,106.041,up-going
2.95,85.738,down-going
2.89,94.333,up-going
2.85,107.416,up-going
2.85,126.771,up-going
2.7,122.795,up-going
3.27,132.5,up-going
4.55,13.609,down-going
4.59,63.661,down-going
2.66,167.951,up-going
3.34,102.568,up-going
3.08,114.68,up-going
2.97,96.831,up-going
4.57,25.235,down-going
2.99,94.6,up-going
4.87,78.538,down-going
3.11,158.032,up-going
5.79,41.502,down-going
4.28,17.619,down-going
4.87,64.636,down-going
4.95,28.735,down-going
2.78,147.197,up-going
2.9,167.882,up-going
3.01,113.626,up-going
2.72,97.204,up-going
2.89,107.976,up-going
5.17,58.159,down-going
2.88,121.773,up-going
4.97,67.737,down-going
2.85,119.859,up-going
4.53,12.472,down-going
5.62,61.365,down-going
4.47,26.979,down-going
3.02,91.756,up-going
2.92,93.401,up-going
2.98,116.843,up-going
2.98,114.555,up-going
2.99,132.374,up-going
2.99,99.207,up-going
5.04,24.713,down-going
3.39,93.48,up-going
5.38,55.504,down-going
2.85,108.03,up-going
3.15,134.244,up-going
2.81,110.038,up-going
3.27,84.347,down-going
2.81,115.922,up-going
2.92,115.758,up-going
2.99,100.817,up-going
3.72,88.528,down-going
2.77,91.398,up-going
2.91,94.356,up-going
3.27,89.48,down-going
3.18,91.01,up-going
2.61,93.802,up-going
2.8,148.788,up-going
4.78,35.696,down-going
2.96,134.459,up-going
2.62,125.783,up-going
3.12,129.014,up-going
2.81,129.124,up-going
2.39,96.422,up-going
3.52,144.503,up-going
2.83,132.225,up-going
2.8,142.845,up-going
4.9,56.726,down-going
5.19,56.201,down-going
3.18,116.425,up-going
2.63,130.619,up-going
5.06,67.412,down-going
3.07,96.04,up-going
2.8,101.474,up-going
4.51,75.368,down-going
2.88,112.153,up-going
2.94,130.082,up-going
2.72,117.969,up-going
2.89,109.945,up-going
2.94,89.519,down-going
3.06,96.281,up-going
3.05,127.604,up-going
3.05,94.488,up-going
3.1,92.044,up-going
2.72,100.3,up-going
3.07,126.982,up-going
3.07,96.351,up-going
3.14,101.166,up-going
3.01,95.811,up-going
5.12,43.088,down-going
4.09,6.554,down-going
2.7,136.066,up-going
4.81,23.95,down-going
5.06,44.841,down-going
3.1,91.77,up-going
4.79,25.144,down-going
2.77,145.178,up-going
2.71,116.371,up-going
5.19,65.686,down-going
3.06,102.78,up-going
3.49,96.499,up-going
3.16,135.774,up-going
4.92,59.125,down-going
3.37,152.587,up-going
2.85,92.816,up-going
4.55,77.018,down-going
2.84,96.176,up-going
4.86,66.675,down-going
2.93,136.196,up-going
3.01,101.911,up-going
4.83,16.828,down-going
2.61,107.245,up-going
2.93,159.969,up-going
5.05,59.083,down-going
3.48,114.872,up-going
2.71,104.0,up-going
2.97,106.037,up-going
5.34,27.44,down-going
3.44,163.588,up-going
2.88,106.543,up-going
5.29,59.204,down-going
2.84,99.09,up-going
3.41,97.028,up-going
3.1,137.737,up-going
3.34,92.131,up-going
3.37,111.846,up-going
4.2,72.251,down-going
2.73,169.535,up-going
5.13,36.025,down-going
4.51,75.963,down-going
3.12,89.664,down-going
3.12,124.2,up-going
2.99,86.061,down-going
2.98,130.767,up-going
2.83,95.115,up-going
5.25,50.743,down-going
2.88,124.015,up-going
3.11,86.41,down-going
2.74,153.397,up-going
2.87,91.179,up-going
3.66,83.831,down-going
5.25,43.308,down-going
2.7,133.127,up-going
5.1,37.506,down-going
2.84,155.208,up-going
2.94,156.473,up-going
5.14,49.12,down-going
5.59,32.44,down-going
2.79,173.532,up-going
3.0,130.962,up-going
5.72,47.458,down-going
1.9,94.659,up-going
2.75,107.488,up-going
4.98,37.676,down-going
5.6,55.728,down-going
2.86,108.557,up-going
2.39,104.482,up-going
3.0,155.005,up-going
2.97,115.634,up-going
3.19,112.078,up-going
2.88,140.674,up-going
2.99,150.829,up-going
4.5,60.104,down-going
3.18,90.683,up-going
2.63,100.772,up-going
3.06,108.671,up-going
5.68,30.689,down-going
2.97,105.953,up-going
2.69,162.21,up-going
2.7,159.205,up-going
4.88,61.29,down-going
2.8,131.435,up-going
2.93,146.043,up-going
2.94,106.808,up-going
3.07,116.497,up-going
3.41,114.589,up-going
2.83,106.73,up-going
4.91,20.274,down-going
4.29,73.223,down-going
2.69,129.439,up-going
3.26,111.874,up-going
3.39,104.974,up-going
3.17,146.436,up-going
3.09,151.701,up-going
2.97,126.426,up-going
3.25,95.542,up-going
2.85,103.86,up-going
5.06,47.489,down-going
3.08,125.302,up-going
4.97,51.16,down-going
4.27,75.295,down-going
2.77,95.911,up-going
2.77,140.867,up-going
4.9,67.279,down-going
4.82,22.129,down-going
3.06,100.532,up-going
2.93,90.013,up-going
3.02,91.884,up-going
3.21,84.283,down-going
3.12,88.689,down-going
2.75,99.363,up-going
2.81,118.131,up-going
3.03,124.382,up-going
3.08,84.554,down-going
2.99,146.641,up-going
3.11,148.819,up-going
3.06,100.793,up-going
4.14,79.044,down-going
2.47,153.021,up-going
4.58,70.753,down-going
5.02,45.941,down-going
2.76,117.95,up-going
3.16,99.548,up-going
4.97,55.28,down-going
5.14,40.106,down-going
2.58,148.206,up-going
3.09,102.637,up-going
3.11,88.596,down-going
2.74,118.641,up-going
3.15,136.086,up-going
2.92,105.187,up-going
3.02,101.78,up-going
3.15,141.02,up-going
3.01,136.199,up-going
3.2,113.243,up-going
3.07,120.234,up-going
3.08,92.728,up-going
2.97,125.866,up-going
3.02,113.929,up-going
2.81,87.365,down-going
3.01,118.586,up-going
5.47,46.952,down-going
5.07,63.424,down-going
5.09,64.886,down-going
3.26,86.093,down-going
2.8,99.413,up-going
3.01,134.941,up-going
2.86,103.989,up-going
3.22,95.181,up-going
2.82,149.514,up-going
2.92,85.632,down-going
4.47,33.974,down-going
2.64,117.657,up-going
5.72,50.393,down-going
5.39,26.707,down-going
4.41,67.789,down-going
2.84,90.603,up-going
4.93,62.449,down-going
3.47,113.788,up-going
5.06,52.158,down-going
2.87,113.152,up-going
2.96,173.35,up-going
3.16,105.499,up-going
3.09,132.025,up-going
4.35,45.205,down-going
3.17,162.319,up-going
5.36,41.466,down-going
3.28,105.6,up-going
2.97,126.981,up-going
3.18,101.728,up-going
3.41,110.587,up-going
5.17,38.754,down-going
2.93,118.707,up-going
3.35,120.223,up-going
2.84,94.764,up-going
3.29,94.621,up-going
4.59,22.115,down-going
6.01,37.841,down-going
2.77,101.171,up-going
3.29,93.656,up-going
5.39,36.356,down-going
2.74,109.279,up-going
5.27,45.35,down-going
3.01,98.655,up-going
3.12,129.595,up-going
3.2,106.582,up-going
5.32,45.301,down-going
2.97,111.66,up-going
2.75,108.377,up-going
3.15,120.061,up-going
5.12,33.548,down-going
2.91,93.679,up-going
4.84,66.527,down-going
3.01,100.115,up-going
3.13,103.2,up-going
3.07,117.209,up-going
5.37,26.724,down-going
2.97,116.417,up-going
2.56,143.252,up-going
3.2,126.051,up-going
4.56,25.241,down-going
3.09,153.313,up-going
2.72,112.146,up-going
2.89,100.983,up-going
2.83,171.346,up-going
3.09,117.231,up-going
3.09,113.7,up-going
3.4,96.013,up-going
3.02,90.621,up-going
3.17,88.926,down-going
5.29,19.048,down-going
3.29,126.612,up-going
2.73,90.96,up-going
5.32,64.394,down-going
3.43,164.402,up-going
4.21,75.191,down-going
3.22,144.303,up-going
2.94,172.895,up-going
2.89,108.095,up-going
3.61,114.159,up-going
3.21,90.574,up-going
2.76,118.262,up-going
4.4,63.218,down-going
3.01,131.8,up-going
3.02,94.807,up-going
2.86,96.257,up-going
5.62,30.69,down-going
3.12,112.668,up-going
5.48,35.24,down-going
5.42,66.574,down-going
5.01,18.103,down-going
2.9,105.767,up-going
2.97,128.408,up-going
2.84,115.581,up-going
2.88,99.769,up-going
2.61,95.818,up-going
2.91,118.139,up-going
3.18,99.899,up-going
2.83,99.174,up-going
4.0,79.098,down-going
5.51,40.522,down-going
2.92,114.665,up-going
2.98,135.929,up-going
3.22,125.564,up-going
3.12,122.22,up-going
3.09,91.446,up-going
3.03,121.112,up-going
4.95,51.441,down-going
3.13,99.155,up-going
5.4,60.081,down-going
2.91,116.019,up-going
4.85,53.561,down-going
4.62,67.276,down-going
3.49,83.53,down-going
2.81,142.021,up-going
4.83,69.737,down-going
3.19,154.983,up-going
2.98,157.129,up-going
4.94,67.185,down-going
3.69,130.984,up-going
2.91,103.19,up-going
2.7,105.793,up-going
2.88,98.856,up-going
3.06,124.24,up-going
4.16,67.456,down-going
3.14,134.222,up-going
3.12,164.186,up-going
3.0,114.572,up-going
2.78,101.527,up-going
3.31,122.82,up-going
3.15,98.099,up-going
2.98,111.658,up-going
4.89,28.792,down-going
5.98,49.526,down-going
3.0,102.121,up-going
3.12,103.761,up-going
2.86,89.788,down-going
4.56,65.207,down-going
2.81,103.673,up-going
4.34,34.534,down-going
2.81,100.051,up-going
2.95,89.579,down-going
5.09,45.589,down-going
5.21,66.947,down-going
4.33,72.957,down-going
2.82,160.334,up-going
2.97,86.618,down-going
3.09,106.922,up-going
4.65,67.629,down-going
5.17,36.868,down-going
4.63,59.245,down-going
4.39,33.764,down-going
3.22,142.792,up-going
4.91,65.291,down-going
3.16,96.167,up-going
5.31,40.665,down-going
3.8,93.483,up-going
5.25,71.846,down-going
3.15,107.22,up-going
2.82,112.548,up-going
2.76,86.597,down-going
3.1,163.867,up-going
3.41,103.001,up-going
5.07,47.231,down-going
4.75,9.958,down-going
5.15,27.607,down-going
3.05,95.702,up-going
5.36,31.995,down-going
3.14,97.479,up-going
2.73,126.342,up-going
4.83,59.831,down-going
5.2,46.308,down-going
4.21,81.45,down-going
3.61,81.367,down-going
3.6,116.987,up-going
4.54,12.735,down-going
3.3,101.363,up-going
3.08,117.142,up-going
3.05,91.645,up-going
3.09,110.131,up-going
5.2,47.121,down-going
3.21,154.207,up-going
2.9,94.203,up-going
2.82,104.367,up-going
3.18,103.075,up-going
3.13,131.643,up-going
4.47,31.975,down-going
2.94,88.825,down-going
2.97,123.394,up-going
3.1,114.577,up-going
3.32,129.756,up-going
2.98,95.935,up-going
5.04,65.4,down-going
2.94,141.077,up-going
3.35,90.648,up-going
4.25,80.122,down-going
4.95,15.678,down-going
2.89,123.107,up-going
2.89,100.57,up-going
4.38,71.489,down-going
3.18,90.5,up-going
2.86,84.935,down-going
3.98,80.312,down-going
4.24,76.958,down-going
3.96,81.151,down-going
4.72,10.524,down-going
2.81,86.993,down-going
2.81,151.837,up-going
4.58,72.677,down-going
3.21,133.575,up-going
3.2,136.991,up-going
5.05,38.004,down-going
4.19,79.554,down-going
3.13,89.083,down-going
3.11,136.827,up-going
4.65,58.014,down-going
3.72,87.711,down-going
3.02,98.832,up-going
2.89,90.293,up-going
3.12,90.751,up-going
2.94,84.54,down-going
2.91,107.248,up-going
5.19,32.384,down-going
3.11,103.498,up-going
5.16,34.229,down-going
3.17,131.442,up-going
4.75,70.355,down-going
3.5,101.849,up-going
2.83,152.828,up-going
3.06,89.08,down-going
2.74,160.8,up-going
3.36,95.311,up-going
2.78,170.673,up-going
2.97,106.951,up-going
4.03,81.413,down-going
2.86,85.967,down-going
3.03,116.425,up-going
3.0,100.588,up-going
2.9,130.588,up-going
2.98,98.741,up-going
3.19,98.421,up-going
3.13,114.208,up-going
4.65,63.435,down-going
2.99,134.64,up-going
3.19,107.575,up-going
2.81,100.346,up-going
4.36,74.059,down-going
5.1,60.797,down-going
2.83,121.948,up-going
3.01,88.576,down-going
3.18,101.59,up-going
2.87,152.083,up-going
3.58,93.875,up-going
5.57,29.083,down-going
2.96,133.576,up-going
3.94,74.473,down-going
2.92,89.325,down-going
3.06,114.357,up-going
5.81,80.296,down-going
3.0,153.708,up-going
2.93,148.695,up-going
5.25,59.785,down-going
2.85,114.729,up-going
4.79,70.152,down-going
2.88,102.995,up-going
3.32,120.854,up-going
2.83,139.83,up-going
2.97,91.057,up-going
3.09,87.844,down-going
2.9,86.346,down-going
3.02,87.434,down-going
5.51,42.356,down-going
3.1,108.585,up-going
2.96,115.182,up-going
3.06,96.843,up-going
4.61,10.876,down-going
2.78,130.657,up-going
3.21,116.279,up-going
2.88,136.734,up-going
3.96,80.813,down-going
2.62,94.557,up-going
4.83,56.609,down-going
3.03,130.342,up-going
5.34,58.063,down-going
2.69,119.452,up-going
4.59,58.916,down-going
4.3,72.396,down-going
2.89,93.359,up-going
5.87,28.957,down-going
2.89,140.421,up-going
5.25,20.244,down-going
4.59,71.18,down-going
3.04,141.039,up-going
2.76,104.383,up-going
4.45,7.172,down-going
4.57,67.451,down-going
3.25,151.227,up-going
2.84,148.293,up-going
3.5,116.261,up-going
5.17,26.78,down-going
5.23,45.858,down-going
2.64,127.36,up-going
2.89,109.445,up-going
2.52,123.9,up-going
3.25,114.736,up-going
2.92,115.013,up-going
4.42,74.633,down-going
2.97,90.127,up-going
3.12,99.089,up-going
2.98,151.738,up-going
5.21,37.511,down-going
4.95,50.55,down-going
2.7,113.56,up-going
2.73,99.192,up-going
3.23,124.062,up-going
5.01,59.919,down-going
2.8,163.959,up-going
2.79,98.246,up-going
3.4,93.036,up-going
3.44,90.995,up-going
4.36,72.433,down-going
4.04,81.545,down-going
2.85,126.18,up-going
3.15,130.479,up-going
4.57,74.256,down-going
5.31,36.055,down-going
2.89,130.454,up-going
4.99,52.101,down-going
2.8,118.891,up-going
3.01,93.927,up-going
3.26,119.425,up-going
3.07,111.183,up-going
3.07,91.193,up-going
4.7,31.601,down-going
5.36,53.756,down-going
5.71,39.93,down-going
2.82,159.675,up-going
3.11,110.026,up-going
4.79,15.704,down-going
5.08,65.263,down-going
2.82,108.755,up-going
4.45,70.962,down-going
2.69,119.909,up-going
2.76,124.813,up-going
3.01,96.117,up-going
3.06,101.109,up-going
2.85,100.013,up-going
5.37,49.485,down-going
2.91,100.591,up-going
3.09,108.909,up-going
3.37,122.494,up-going
3.04,100.058,up-going
3.05,84.638,down-going
5.03,57.674,down-going
3.19,92.292,up-going
4.76,54.595,down-going
2.64,135.769,up-going
2.83,91.734,up-going
2.75,105.041,up-going
5.19,61.384,down-going
3.24,88.251,down-going
3.01,127.974,up-going
4.38,67.291,down-going
4.38,70.337,down-going
4.9,62.345,down-going
3.32,125.08,up-going
2.73,98.729,up-going
5.06,62.068,down-going
5.18,75.394,down-going
2.99,90.798,up-going
2.84,134.053,up-going
3.06,112.258,up-going
5.55,45.072,down-going
4.76,63.771,down-going
3.31,88.824,down-going
3.46,85.375,down-going
4.36,19.299,down-going
4.46,64.822,down-going
2.73,96.308,up-going
2.97,134.984,up-going
2.89,106.177,up-going
2.83,127.885,up-going
3.02,86.824,down-going
2.93,120.016,up-going
2.98,91.451,up-going
2.81,117.77,up-going
3.02,100.379,up-going
3.08,90.732,up-going
3.01,90.632,up-going
2.91,101.132,up-going
3.69,79.982,down-going
2.85,99.764,up-going
2.8,132.727,up-going
5.1,28.743,down-going
2.85,114.56,up-going
4.77,76.62,down-going
2.67,108.119,up-going
3.13,111.096,up-going
3.28,99.846,up-going
3.26,101.207,up-going
5.66,41.463,down-going
5.25,51.154,down-going
4.93,68.74,down-going
2.57,97.341,up-going
3.05,102.893,up-going
4.69,22.884,down-going
2.81,119.737,up-going
4.81,37.108,down-going
3.2,104.501,up-going
3.39,98.969,up-going
3.11,130.269,up-going
3.0,106.102,up-going
4.77,55.674,down-going
3.12,91.657,up-going
2.91,154.012,up-going
2.85,119.631,up-going
3.28,117.861,up-going
5.21,70.145,down-going
3.0,99.712,up-going
4.52,21.72,down-going
3.06,91.168,up-going
5.11,35.904,down-going
3.05,159.162,up-going
2.97,106.498,up-going
3.05,134.883,up-going
4.65,31.094,down-going
2.87,126.705,up-going
2.98,104.286,up-going
3.0,94.226,up-going
2.48,153.508,up-going
2.87,87.793,down-going
3.06,154.904,up-going
2.8,114.303,up-going
2.7,123.41,up-going
3.01,122.473,up-going
2.77,147.219,up-going
3.49,143.876,up-going
2.93,95.431,up-going
4.95,67.964,down-going
2.86,98.663,up-going
2.83,145.829,up-going
5.6,43.618,down-going
3.08,114.307,up-going
5.14,54.93,down-going
4.74,17.611,down-going
3.09,162.344,up-going
2.83,130.317,up-going
5.23,41.101,down-going
2.97,92.193,up-going
4.61,65.288,down-going
